REF_AREA,TIME_PERIOD,OBS_VALUE,COUNTRY,DATAFLOW,FREQ,TERRITORIAL_LEVEL,,MEASURE,ACTIVITY,PRICES,UNIT_MEASURE,OBS_STATUS,REF_YEAR_PRICE,UNIT_MULT,DECIMALS,CURRENCY
DEB14,2020,35038,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DEB14,2021,36296,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DEB15,2000,29150,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB15,2001,29389,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB15,2002,29299,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB15,2003,28457,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB15,2004,29414,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB15,2005,29132,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB15,2006,30169,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB15,2007,30719,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB15,2008,31449,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB15,2009,30486,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB15,2010,31919,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB15,2011,32668,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB15,2012,33123,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB15,2013,32881,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB15,2014,34061,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB15,2015,34618,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB15,2016,35075,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB15,2017,35814,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB15,2018,35990,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DEB15,2019,36242,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DEB15,2020,34586,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DEB15,2021,34901,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DEB17,2000,31130,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB17,2001,30983,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB17,2002,31202,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB17,2003,31726,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB17,2004,32141,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB17,2005,31665,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB17,2006,32560,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB17,2007,33575,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB17,2008,34215,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB17,2009,32470,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB17,2010,33418,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB17,2011,35953,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB17,2012,36195,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB17,2013,36961,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB17,2014,37390,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB17,2015,38299,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB17,2016,38214,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB17,2017,38527,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB17,2018,38185,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DEB17,2019,38374,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DEB17,2020,37785,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DEB17,2021,37227,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DEB18,2000,34934,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB18,2001,33858,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB18,2002,33462,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB18,2003,33202,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB18,2004,33125,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB18,2005,34198,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB18,2006,35631,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB18,2007,37158,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB18,2008,36987,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB18,2009,34061,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB18,2010,35407,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB18,2011,37051,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB18,2012,37161,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB18,2013,36547,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB18,2014,37439,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB18,2015,37219,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB18,2016,37468,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB18,2017,39917,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB18,2018,40459,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DEB18,2019,40830,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DEB18,2020,38536,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DEB18,2021,39597,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DEB1A,2000,27307,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1A,2001,27231,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1A,2002,28114,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1A,2003,27183,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1A,2004,27543,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1A,2005,26822,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1A,2006,27969,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1A,2007,28205,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1A,2008,27850,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1A,2009,27240,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1A,2010,28730,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1A,2011,29840,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1A,2012,30392,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1A,2013,30357,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1A,2014,30317,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1A,2015,30938,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1A,2016,31013,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1A,2017,32068,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1A,2018,32577,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DEB1A,2019,33412,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DEB1A,2020,33968,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DEB1A,2021,34920,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DEB1B,2000,32627,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1B,2001,32184,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1B,2002,32546,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1B,2003,31705,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1B,2004,31612,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1B,2005,32156,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1B,2006,34237,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1B,2007,35746,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1B,2008,35601,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1B,2009,33795,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1B,2010,35362,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1B,2011,35373,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1B,2012,36592,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1B,2013,36497,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1B,2014,39498,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1B,2015,40175,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1B,2016,39793,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1B,2017,40834,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1B,2018,41209,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DEB1B,2019,42146,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DEB1B,2020,41715,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DEB1B,2021,42584,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DEB1C,2000,28989,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1C,2001,30175,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1C,2002,30139,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1C,2003,30099,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1C,2004,29975,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1C,2005,30357,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1C,2006,31098,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1C,2007,32129,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1C,2008,32206,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1C,2009,32362,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1C,2010,33040,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1C,2011,32705,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1C,2012,32295,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1C,2013,32505,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1C,2014,33688,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1C,2015,34230,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1C,2016,35373,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1C,2017,36604,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1C,2018,37736,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DEB1C,2019,39023,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DEB1C,2020,38407,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DEB1C,2021,38867,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DEB1D,2000,32341,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1D,2001,31017,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1D,2002,30879,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1D,2003,30964,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1D,2004,31949,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1D,2005,31677,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1D,2006,33364,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1D,2007,33950,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1D,2008,35558,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1D,2009,33123,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1D,2010,36443,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1D,2011,38332,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1D,2012,38283,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1D,2013,38366,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1D,2014,41132,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1D,2015,41150,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DEB1D,2016,40918,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
