DATAFLOW,FREQ,TERRITORIAL_LEVEL,REF_AREA,TERRITORIAL_TYPE,MEASURE,ACTIVITY,PRICES,UNIT_MEASURE,TIME_PERIOD,OBS_VALUE,COUNTRY,OBS_STATUS,REF_YEAR_PRICE,UNIT_MULT,DECIMALS,CURRENCY
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEG05,_Z,GDP,_T,Q,USD_PPP_PS,2011,36002,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEG05,_Z,GDP,_T,Q,USD_PPP_PS,2012,36780,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEG05,_Z,GDP,_T,Q,USD_PPP_PS,2013,36895,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEG05,_Z,GDP,_T,Q,USD_PPP_PS,2014,36816,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEG05,_Z,GDP,_T,Q,USD_PPP_PS,2015,37313,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEG05,_Z,GDP,_T,Q,USD_PPP_PS,2016,36808,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEG05,_Z,GDP,_T,Q,USD_PPP_PS,2017,37088,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEG05,_Z,GDP,_T,Q,USD_PPP_PS,2018,37351,DEU,E,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEG05,_Z,GDP,_T,Q,USD_PPP_PS,2019,37531,DEU,E,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEG05,_Z,GDP,_T,Q,USD_PPP_PS,2020,38331,DEU,E,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEG05,_Z,GDP,_T,Q,USD_PPP_PS,2021,38692,DEU,E,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ES425,_Z,GDP,_T,Q,USD_PPP_PS,2000,25587,ESP,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ES425,_Z,GDP,_T,Q,USD_PPP_PS,2001,26635,ESP,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ES425,_Z,GDP,_T,Q,USD_PPP_PS,2002,26603,ESP,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ES425,_Z,GDP,_T,Q,USD_PPP_PS,2003,27385,ESP,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ES425,_Z,GDP,_T,Q,USD_PPP_PS,2004,27055,ESP,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ES425,_Z,GDP,_T,Q,USD_PPP_PS,2005,28527,ESP,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ES425,_Z,GDP,_T,Q,USD_PPP_PS,2006,29278,ESP,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ES425,_Z,GDP,_T,Q,USD_PPP_PS,2007,29892,ESP,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ES425,_Z,GDP,_T,Q,USD_PPP_PS,2008,29321,ESP,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ES425,_Z,GDP,_T,Q,USD_PPP_PS,2009,27512,ESP,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ES425,_Z,GDP,_T,Q,USD_PPP_PS,2010,26501,ESP,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ES425,_Z,GDP,_T,Q,USD_PPP_PS,2011,25609,ESP,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ES425,_Z,GDP,_T,Q,USD_PPP_PS,2012,24374,ESP,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ES425,_Z,GDP,_T,Q,USD_PPP_PS,2013,24160,ESP,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ES425,_Z,GDP,_T,Q,USD_PPP_PS,2014,24109,ESP,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ES425,_Z,GDP,_T,Q,USD_PPP_PS,2015,24999,ESP,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ES425,_Z,GDP,_T,Q,USD_PPP_PS,2016,25938,ESP,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ES425,_Z,GDP,_T,Q,USD_PPP_PS,2017,26431,ESP,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ES425,_Z,GDP,_T,Q,USD_PPP_PS,2018,27220,ESP,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ES425,_Z,GDP,_T,Q,USD_PPP_PS,2019,27298,ESP,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ES425,_Z,GDP,_T,Q,USD_PPP_PS,2020,24889,ESP,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ES425,_Z,GDP,_T,Q,USD_PPP_PS,2021,26091,ESP,P,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEB3J,_Z,GDP,_T,Q,USD_PPP_PS,2000,30695,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEB3J,_Z,GDP,_T,Q,USD_PPP_PS,2001,30220,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEB3J,_Z,GDP,_T,Q,USD_PPP_PS,2002,30510,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEB3J,_Z,GDP,_T,Q,USD_PPP_PS,2003,29107,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEB3J,_Z,GDP,_T,Q,USD_PPP_PS,2004,30437,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEB3J,_Z,GDP,_T,Q,USD_PPP_PS,2005,33233,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEB3J,_Z,GDP,_T,Q,USD_PPP_PS,2006,33759,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEB3J,_Z,GDP,_T,Q,USD_PPP_PS,2007,33937,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEB3J,_Z,GDP,_T,Q,USD_PPP_PS,2008,35783,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEB3J,_Z,GDP,_T,Q,USD_PPP_PS,2009,35621,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEB3J,_Z,GDP,_T,Q,USD_PPP_PS,2010,37136,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEB3J,_Z,GDP,_T,Q,USD_PPP_PS,2011,38410,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEB3J,_Z,GDP,_T,Q,USD_PPP_PS,2012,41008,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEB3J,_Z,GDP,_T,Q,USD_PPP_PS,2013,40012,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEB3J,_Z,GDP,_T,Q,USD_PPP_PS,2014,42163,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEB3J,_Z,GDP,_T,Q,USD_PPP_PS,2015,43748,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEB3J,_Z,GDP,_T,Q,USD_PPP_PS,2016,44348,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEB3J,_Z,GDP,_T,Q,USD_PPP_PS,2017,43590,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEB3J,_Z,GDP,_T,Q,USD_PPP_PS,2018,44276,DEU,E,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEB3J,_Z,GDP,_T,Q,USD_PPP_PS,2019,45196,DEU,E,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEB3J,_Z,GDP,_T,Q,USD_PPP_PS,2020,46082,DEU,E,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEB3J,_Z,GDP,_T,Q,USD_PPP_PS,2021,47627,DEU,E,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,US011,_Z,GDP,_T,Q,USD_PPP_PS,2001,54571,USA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,US011,_Z,GDP,_T,Q,USD_PPP_PS,2002,54391,USA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,US011,_Z,GDP,_T,Q,USD_PPP_PS,2003,54893,USA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,US011,_Z,GDP,_T,Q,USD_PPP_PS,2004,56178,USA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,US011,_Z,GDP,_T,Q,USD_PPP_PS,2005,57090,USA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,US011,_Z,GDP,_T,Q,USD_PPP_PS,2006,56039,USA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,US011,_Z,GDP,_T,Q,USD_PPP_PS,2007,55025,USA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,US011,_Z,GDP,_T,Q,USD_PPP_PS,2008,52357,USA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,US011,_Z,GDP,_T,Q,USD_PPP_PS,2009,50244,USA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,US011,_Z,GDP,_T,Q,USD_PPP_PS,2010,50186,USA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,US011,_Z,GDP,_T,Q,USD_PPP_PS,2011,50328,USA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,US011,_Z,GDP,_T,Q,USD_PPP_PS,2012,50955,USA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,US011,_Z,GDP,_T,Q,USD_PPP_PS,2013,51673,USA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,US011,_Z,GDP,_T,Q,USD_PPP_PS,2014,53085,USA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,US011,_Z,GDP,_T,Q,USD_PPP_PS,2015,55309,USA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,US011,_Z,GDP,_T,Q,USD_PPP_PS,2016,57014,USA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,US011,_Z,GDP,_T,Q,USD_PPP_PS,2017,59154,USA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,US011,_Z,GDP,_T,Q,USD_PPP_PS,2018,60167,USA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,US011,_Z,GDP,_T,Q,USD_PPP_PS,2019,61832,USA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,US011,_Z,GDP,_T,Q,USD_PPP_PS,2020,59467,USA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,US011,_Z,GDP,_T,Q,USD_PPP_PS,2021,62140,USA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,US011,_Z,GDP,_T,Q,USD_PPP_PS,2022,63033,USA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,PL712,_Z,GDP,_T,Q,USD_PPP_PS,2000,12379,POL,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,PL712,_Z,GDP,_T,Q,USD_PPP_PS,2001,12990,POL,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,PL712,_Z,GDP,_T,Q,USD_PPP_PS,2002,13512,POL,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,PL712,_Z,GDP,_T,Q,USD_PPP_PS,2003,14295,POL,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,PL712,_Z,GDP,_T,Q,USD_PPP_PS,2004,14705,POL,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,PL712,_Z,GDP,_T,Q,USD_PPP_PS,2005,15555,POL,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,PL712,_Z,GDP,_T,Q,USD_PPP_PS,2006,16777,POL,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,PL712,_Z,GDP,_T,Q,USD_PPP_PS,2007,18130,POL,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,PL712,_Z,GDP,_T,Q,USD_PPP_PS,2008,18732,POL,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,PL712,_Z,GDP,_T,Q,USD_PPP_PS,2009,18672,POL,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,PL712,_Z,GDP,_T,Q,USD_PPP_PS,2010,19308,POL,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,PL712,_Z,GDP,_T,Q,USD_PPP_PS,2011,19855,POL,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,PL712,_Z,GDP,_T,Q,USD_PPP_PS,2012,20359,POL,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,PL712,_Z,GDP,_T,Q,USD_PPP_PS,2013,20275,POL,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,PL712,_Z,GDP,_T,Q,USD_PPP_PS,2014,21601,POL,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,PL712,_Z,GDP,_T,Q,USD_PPP_PS,2015,23005,POL,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,PL712,_Z,GDP,_T,Q,USD_PPP_PS,2016,23425,POL,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,PL712,_Z,GDP,_T,Q,USD_PPP_PS,2017,24105,POL,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,PL712,_Z,GDP,_T,Q,USD_PPP_PS,2018,25377,POL,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,PL712,_Z,GDP,_T,Q,USD_PPP_PS,2019,26620,POL,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,PL712,_Z,GDP,_T,Q,USD_PPP_PS,2020,27175,POL,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,PL712,_Z,GDP,_T,Q,USD_PPP_PS,2021,29596,POL,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,PT200,_Z,GDP,_T,Q,USD_PPP_PS,2000,23158,PRT,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,PT200,_Z,GDP,_T,Q,USD_PPP_PS,2001,24431,PRT,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,PT200,_Z,GDP,_T,Q,USD_PPP_PS,2002,25154,PRT,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,PT200,_Z,GDP,_T,Q,USD_PPP_PS,2003,25192,PRT,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,PT200,_Z,GDP,_T,Q,USD_PPP_PS,2004,25486,PRT,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,PT200,_Z,GDP,_T,Q,USD_PPP_PS,2005,25942,PRT,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,PT200,_Z,GDP,_T,Q,USD_PPP_PS,2006,26366,PRT,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,PT200,_Z,GDP,_T,Q,USD_PPP_PS,2007,26851,PRT,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,PT200,_Z,GDP,_T,Q,USD_PPP_PS,2008,27504,PRT,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,PT200,_Z,GDP,_T,Q,USD_PPP_PS,2009,26944,PRT,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,PT200,_Z,GDP,_T,Q,USD_PPP_PS,2010,27431,PRT,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,PT200,_Z,GDP,_T,Q,USD_PPP_PS,2011,26961,PRT,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,PT200,_Z,GDP,_T,Q,USD_PPP_PS,2012,25914,PRT,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,PT200,_Z,GDP,_T,Q,USD_PPP_PS,2013,25923,PRT,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,PT200,_Z,GDP,_T,Q,USD_PPP_PS,2014,26036,PRT,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,PT200,_Z,GDP,_T,Q,USD_PPP_PS,2015,26570,PRT,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,PT200,_Z,GDP,_T,Q,USD_PPP_PS,2016,27197,PRT,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,PT200,_Z,GDP,_T,Q,USD_PPP_PS,2017,27827,PRT,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,PT200,_Z,GDP,_T,Q,USD_PPP_PS,2018,28632,PRT,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,PT200,_Z,GDP,_T,Q,USD_PPP_PS,2019,29535,PRT,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,PT200,_Z,GDP,_T,Q,USD_PPP_PS,2020,26898,PRT,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,PT200,_Z,GDP,_T,Q,USD_PPP_PS,2021,29299,PRT,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,PT200,_Z,GDP,_T,Q,USD_PPP_PS,2022,31410,PRT,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,FRK28,_Z,GDP,_T,Q,USD_PPP_PS,2000,37614,FRA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,FRK28,_Z,GDP,_T,Q,USD_PPP_PS,2001,38316,FRA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,FRK28,_Z,GDP,_T,Q,USD_PPP_PS,2002,37140,FRA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,FRK28,_Z,GDP,_T,Q,USD_PPP_PS,2003,37592,FRA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,FRK28,_Z,GDP,_T,Q,USD_PPP_PS,2004,38838,FRA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,FRK28,_Z,GDP,_T,Q,USD_PPP_PS,2005,38309,FRA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,FRK28,_Z,GDP,_T,Q,USD_PPP_PS,2006,38865,FRA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,FRK28,_Z,GDP,_T,Q,USD_PPP_PS,2007,39141,FRA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,FRK28,_Z,GDP,_T,Q,USD_PPP_PS,2008,37098,FRA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,FRK28,_Z,GDP,_T,Q,USD_PPP_PS,2009,34576,FRA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,FRK28,_Z,GDP,_T,Q,USD_PPP_PS,2010,35135,FRA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,FRK28,_Z,GDP,_T,Q,USD_PPP_PS,2011,36824,FRA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,FRK28,_Z,GDP,_T,Q,USD_PPP_PS,2012,35607,FRA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,FRK28,_Z,GDP,_T,Q,USD_PPP_PS,2013,35602,FRA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,FRK28,_Z,GDP,_T,Q,USD_PPP_PS,2014,35487,FRA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,FRK28,_Z,GDP,_T,Q,USD_PPP_PS,2015,35952,FRA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,FRK28,_Z,GDP,_T,Q,USD_PPP_PS,2016,36337,FRA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,FRK28,_Z,GDP,_T,Q,USD_PPP_PS,2017,37207,FRA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,FRK28,_Z,GDP,_T,Q,USD_PPP_PS,2018,37629,FRA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,FRK28,_Z,GDP,_T,Q,USD_PPP_PS,2019,37561,FRA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,FRK28,_Z,GDP,_T,Q,USD_PPP_PS,2020,34207,FRA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,FRK28,_Z,GDP,_T,Q,USD_PPP_PS,2021,34486,FRA,P,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,FRF34,_Z,GDP,_T,Q,USD_PPP_PS,2000,30460,FRA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,FRF34,_Z,GDP,_T,Q,USD_PPP_PS,2001,31452,FRA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,FRF34,_Z,GDP,_T,Q,USD_PPP_PS,2002,31570,FRA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,FRF34,_Z,GDP,_T,Q,USD_PPP_PS,2003,31151,FRA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,FRF34,_Z,GDP,_T,Q,USD_PPP_PS,2004,31547,FRA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,FRF34,_Z,GDP,_T,Q,USD_PPP_PS,2005,30625,FRA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,FRF34,_Z,GDP,_T,Q,USD_PPP_PS,2006,30388,FRA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,FRF34,_Z,GDP,_T,Q,USD_PPP_PS,2007,30812,FRA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,FRF34,_Z,GDP,_T,Q,USD_PPP_PS,2008,30362,FRA,A,2015,0,0,USD
